business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
dCITjr2RMTmrX33_eFaMKA,BurgerWorks,160 Broadway Boulevard,Sherwood Park,AB,T8H 2A3,53.5426345,-113.3111322,3.5,17,0,"{'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'hipster': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'""}","Burgers, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-20:0'}"
qps-oF95uqPoV7fiXn-dpg,Bear's Skin Art Studio,11217 143 Street NW,Edmonton,AB,T5P 3M8,53.56120086,-113.5670928,2,5,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'WheelchairAccessible': 'False', 'BikeParking': 'True', 'ByAppointmentOnly': 'True'}","Beauty & Spas, Tattoo, Piercing","{'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-18:0', 'Saturday': '12:0-18:0'}"
JfGfqCnk0-Tnf6PlahPUJQ,Burger Village,6187 Currents Drive NW,Edmonton,AB,T6W 0L9,53.436403,-113.604288,4,10,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'Caters': 'False', 'OutdoorSeating': 'False', 'Alcohol': ""u'beer_and_wine'"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Burgers","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
JwBTq6IOFH97b9Hr6RT7pw,Reinette Caf茅 & Patisserie,2890-8882 170 Street NW,Edmonton,AB,T5T 4J2,53.52259684,-113.6192297,3,5,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'Alcohol': ""u'none'"", 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True'}","Food, Coffee & Tea, Bakeries, Restaurants, Cafes",
0Xsmy6HtVVBlCbbMjRyzcg,Plaza Bowling,10418 118 Avenue NW,Edmonton,AB,T5G 0P7,53.570501,-113.500041,4.5,19,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True'}","Bowling, Active Life","{'Wednesday': '15:0-22:0', 'Thursday': '15:0-22:0', 'Friday': '15:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '13:0-19:0'}"
QU6xxKwHXR6xQ5oi2yIKLw,Bulk Barn,8069 104 Street NW,Edmonton,AB,T6E 4E2,53.517033,-113.496687,4,33,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'RestaurantsTakeOut': 'True'}","Grocery, Food, Wholesale Stores, Fashion, Shopping, Department Stores","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '10:0-18:0'}"
PXI7kvSV-NvWcqbI9jlmtg,Best Western Cedar Park Inn,5116 Gateway Boulevard,Edmonton,AB,T6H 2H4,53.4885913,-113.4935085,3,17,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
GpFRwCHN0RI8yFbcfXjfUg,V Sandwiches,10127 100A Street NW,Edmonton,AB,T5J,53.5417173,-113.4919398,3.5,9,1,"{'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'None', 'WiFi': ""'no'"", 'HasTV': 'True'}","Vietnamese, Sandwiches, Restaurants","{'Monday': '10:0-19:30', 'Tuesday': '10:0-19:30', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:30'}"
bf34LpGej_MZbOlAKB1beQ,Sherbrooke Liquor Store,11819 Saint Albert Trail NW,Edmonton,AB,T5L 5B5,53.57108639,-113.5487682,4.5,77,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Beer, Wine & Spirits, Food","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}"
lPPYZr1_jx0XeW-xR9WJtw,DOSC,"10190 - 104 Street NW, Main Floor",Edmonton,AB,T5J 1A7,53.54287209,-113.4995123,4,87,1,"{'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'CoatCheck': 'True', 'Smoking': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Music': ""{u'dj': False, u'live': None, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}"", 'OutdoorSeating': 'False', 'BYOB': 'False', 'HappyHour': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Bars, Cocktail Bars, Coffee & Tea, Food, Restaurants, Cafes, Steakhouses, Nightlife, Tapas/Small Plates","{'Monday': '8:0-23:0', 'Tuesday': '8:0-23:0', 'Wednesday': '8:0-23:0', 'Thursday': '8:0-23:0', 'Friday': '8:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-23:0'}"
Iipfa9Kaac9XH5Vo8GQwvg,Starbucks,5956 153 Avenue,Edmonton,AB,T5Y 2W1,53.6161467,-113.4324244,3.5,10,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'DriveThru': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Coffee & Tea, Food","{'Monday': '5:30-22:0', 'Tuesday': '5:30-22:0', 'Wednesday': '5:30-22:0', 'Thursday': '5:30-22:0', 'Friday': '5:30-22:0', 'Saturday': '7:0-21:30', 'Sunday': '7:0-21:30'}"
jZoeTGRfhG9n_Jo6VMqwxw,Sushi Wasabi,5714 111 Street NW,Edmonton,AB,T6H 3G1,53.49457728,-113.5179465,4,57,1,"{'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False'}","Restaurants, Sushi Bars, Japanese","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-20:30'}"
O0YHVrUtxbsEhQ4qaWkVaw,Boston Pizza,10115 Princess Elizabeth Avenue NW,Edmonton,AB,T5G 0X9,53.5695004,-113.494179,2.5,6,0,"{'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '3', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True'}","Italian, Restaurants, Pizza",
JQ75_672GKJQ3tK1togIWw,Golden Capital Restaurant,180 - 1020 Sherwood Drive,Sherwood Park,AB,T8A 2G4,53.51260395,-113.3179125,3.5,8,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Chinese, Specialty Food, Food, Event Planning & Services, Imported Food, Vietnamese, Seafood, Caterers, Restaurants, Ethnic Food",
sOcGOqOeObtIBhuvcWuY8g,Gallagher's Pub,8937 82 Avenue NW,Edmonton,AB,T6C 0Z3,53.5177345,-113.4666105,2.5,6,0,"{'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '1'}","Bars, Nightlife, Dive Bars","{'Monday': '15:0-3:0', 'Tuesday': '15:0-3:0', 'Wednesday': '15:0-3:0', 'Thursday': '15:0-3:0', 'Friday': '15:0-3:0', 'Saturday': '15:0-3:0', 'Sunday': '15:0-3:0'}"
u2vLwrSEMtrLc9Og15TTug,Massage Heights,356 Mayfield Common,Edmonton,AB,T5P 4B3,53.5452767,-113.6121675,3.5,9,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2', 'AcceptsInsurance': 'True', 'BikeParking': 'True'}","Skin Care, Health & Medical, Massage Therapy, Massage, Beauty & Spas","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-19:0', 'Sunday': '10:0-18:0'}"
0C1Ux9EjTz7WHtmSHph0RA,Hampton Medical Clinic,6274 - 199 St,Edmonton,AB,T6M,53.4957867,-113.6666016,2.5,7,1,{'ByAppointmentOnly': 'False'},"Doctors, Health & Medical, Family Practice","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-14:0'}"
2qhuQ-tnonyLEQLw2cbvAg,Tim Hortons,12852 167 Avenue NW,Edmonton,AB,T6V 1J6,53.63016046,-113.5449766,3,9,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'"", 'Caters': 'False', 'RestaurantsTakeOut': 'True'}","Food, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
LVJHr65jC1p8BlzFadwBuQ,Sherwood Nissan,10 Broadway Boulevard,Sherwood Park,AB,T8H 2A2,53.54347244,-113.3181441,2,16,1,,"Car Dealers, Auto Parts & Supplies, Tires, Auto Repair, Automotive","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-18:0', 'Sunday': '11:0-17:0'}"
KxSCZOc7jX_x1hrMz4DPTw,Kal Tire,27 Strathmoor Drive,Sherwood Park,AB,T8H 0C1,53.56552162,-113.322853,4,9,1,,"Automotive, Auto Repair, Oil Change Stations, Tires","{'Monday': '7:30-18:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '8:0-17:0'}"
RuBWR6CAgVi7iWR8LHUi6A,Lee House,10704 97 Street NW,Edmonton,AB,T5H 2L9,53.551925,-113.4896661,4,30,1,"{'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'Caters': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""'beer_and_wine'"", 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsDelivery': 'True'}","Barbeque, Asian Fusion, Restaurants, Korean","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}"
4nWrhQu2z7SbcPmGP8TcAA,Go Auto Outlet West,17860 102 Ave NW,Edmonton,AB,T5S 1M9,53.5439617,-113.6295996,1.5,24,0,,"Car Dealers, Auto Repair, Automotive, Used Car Dealers","{'Monday': '7:30-21:0', 'Tuesday': '7:30-21:0', 'Wednesday': '7:30-21:0', 'Thursday': '7:30-21:0', 'Friday': '7:30-21:0', 'Saturday': '9:0-18:0', 'Sunday': '11:0-16:0'}"
6cPVGUOVlHa6TwlgU08IXQ,Dr.Green,,Edmonton,AB,,53.544389,-113.4909267,1.5,7,1,,"Landscaping, Professional Services, Home Services",
qS4CaO_u_vMrTl31XJto1A,Szechuan Paramount Restaurant,12901 97 Street NW,Edmonton,AB,T5E 4C2,53.5878652,-113.4915257,3,25,1,"{'Alcohol': ""'beer_and_wine'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'BikeParking': 'False', 'WiFi': ""'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True'}","Buffets, Restaurants, Chinese","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '12:0-22:0'}"
